reviewText,overall,reviewTime,asin,title
Stereotypical Hollywood view of soldiers. Stereotypical but effective.  Excessive camera movement. Background noises so loud you can't follow the dialogue. Backstory - almost incomprehensible.Special effects were top notch. Aaron Eckhart's performance although given boilerplate lines straight out of a bad John Wayne movie - was quite good.It certainly had potential.  Blame the director.,2,"07 17, 2011",B0034G4ORC,Unknown Product
Disappointed.  Geoffrey Rush was paying the bills with this one.  I guess every good actor and actress picks bad rolls once in a while.  This was one of them,1,"05 17, 2014",B004Y2SEPI,Unknown Product
"This movie Is so unrealistic its laughable.A teenager outsmarts the CIA, the mob, and FBIand drags along his girlfriend throughout thethe entire scenario.  So shallow it was to watchand bear.  TERRIBLE FILM.  David Edison, WalterJudson Group.",1,"02 10, 2013",B00682LS4G,Unknown Product
"I enjoyed series 1-5 very much.  However, series six showed a dramatic change in each and every actor's personalities. Everyone seemed to go to the dark side. Martin was more brisk than ever and the relationship between Louisa and Martin became very sad and hopeless. I also felt shortchanged by the continuance of only eight episodes and the likeliness of a two year wait for a possible series 7. What is with that? With the concluding episode (episode 8) what is left?  Although the majority of reviewers appear to remain happy with the Doc Martin series, I felt, like a few other reviewers, very disappointed with this latest release.",2,"01 30, 2014",B00FPPQYXM,Unknown Product
"The photo cover for THE VISITOR is possibly the one and only attractive feature of this languid, dull-as-a-doornail snoozer, which drags on and on for 70 tedious minutes and is about absolutely nothing at all that might spark the least bit of interest in anyone looking for something -- *anything!* -- that might spark the least bit of interest.The two near-comatose ""protagonists"" would do well to seek employment as dress store mannequins -- guaranteed career opportunities for which either one would be eminently suited.",1,"05 10, 2014",B00CBIC1H4,Unknown Product
"This movie completely ruined the first. The original was charming, the songs were great, the animation and the voices were amazing. The first movie had me crying in some scenes it was so good. But this one completely ruined it. It was like some cheap made for TV cartoon, even the animation didn't match up at all to the first. The lines were flat and had no meaning - the ones that did were the same from the first movie. I felt nothing throughout the movie but boredom. The storyline and plot sounds quite good at first, but that is not the case once the movie starts. As an avid 'Lilo and Stitch' fan, I felt completely dissapointed by the sequel - and if you're a fan, I would advise you not to even go near this 'movie'.",1,"01 12, 2004",B00005JMB3,Stitch! The Movie
This is just a waste of time.  The plot is not enough to waste 2 hours of your life.  The acting is for naught an if you buy it for any other reason you will be disappointed.  Donate the money to a worthy cause.,1,"05 16, 2010",B001HN69AY,Unknown Product
"We own every season of Emergency and were really looking forward to Emergency: The Final Rescues, but were greatly disappointed. It appears as if the final season was used as either a testing ground or launch pad for other series the network owned. While Roy and Johnny are featured in the final episodes of the series, albeit sparingly, nobody else from the Station 51 or Rampart gangs joins them. In this age where television shows offer actual series finales so the viewing public can say goodbye to old friends, Emergency apparently ended, very quietly, the year before the final season aired.",2,"05 17, 2012",B001JAHQ0M,Unknown Product
"This Yanni concert was a letdown.  Should be renamed ""Yanni's Band in Concert"".  They are excellent musicians, but after seeing 3 Yanni live shows (and owning the Acropolis and Tribute videos), I was expecting this to be a Yanni performance backed up by his band, not the other way around.  I know there will never be a concert as outstanding as the one at the Acropolis, but maybe he can go back to the same format for his future concerts and cd's.  The fans come to see him perform and hear his music, not just his talented band.",2,"11 25, 2007",B000G8NY4U,Yanni Live - The Concert Event
"The first three seasons were great . Many of the changes  to the revamped origin of Superman were an enhancment  to the Superman mythos like the kryptonite meteors playing a significant role , new characters, Lex Luthor's increased involvement,  and especially the relationship between Clarke and Lana Lang.I don't mind if the producers and writers change things in the established history of a character if it actually improves the characters and the stories, especially an iconic 65 + year history. For 3 seasons it has worked. I would even let the fact that the show never adressed the issue of where in America  Smallville is located. It's supposed to be in Kansas but it seems like Metropolis is only a few hours drive away if you know what I mean.The producers however crossed the line when they brought Lois Lane in. Lois Lane is a important character in Clark's life as an adult. Lana Lang  is Smallville. Why  ruin a good thing?",1,"08 23, 2005",B0009A5MUO,Smallville: The Complete 4th Season
"What the BLUE BLAZES was Martin Scorsese thinking!!! Can this ridiculous gadget of a film possibly be from the hand of a Master Film-maker? Oh dearie, dearie me.I'm not a 10-12 twelve year old, clearly the target audience for this appalling waste of $200million, but I coughed up my $20 and wore the glasses so here goes.Before I even saw HUGO my suspicions were aroused by the studio's hyberbolic PR trumpeting of the virtues of this 'Nouvelle Vague' of 3D wonderfulness, those suspicions were indeed confirmed after a mere two minutes of this movie.  The soulless camera work feels self conscious, obtrusive and sadly doesn't even begin to plaster over the sloppy acting and pedestrian script. It's like Scorsese was 'not at his desk' but had his hands full dealing with the sheer weight of technical nonsense involved. Whatever the reason the piece is devoid of his masterful touch. Anyhoo I hung in there but after forty minutes of eye watering 3D my heart finally sank into the bog of it's mediocrity, my cherished memories of Travis Bickle, Joey Santoro, Charlie, Johnny Boy etc etc tarnished forever. When Hugo mercifully finished, it felt shockingly forgettable. It just evaporated - no indelible quotes or haunting images, just a scrap of a $200 million discarded sweetie wrapper.And what of all the fine words spouted about the revelatory nature of the new sensitive 3D we're being so desperately flogged? Well, for me, there was scant proof of the lofty claims as to it's drama enhancing qualities - in fact it was more distracting nuisance than revelation or enhancement. I'm afraid from an adult perspective it was....well ummm, lame.The final insult of this 'homage' is that Georges M&eacute;li&egrave;s was in love with the medium of FILM and the journey it took him on to create magic in the camera. HELLO! FILM, not a load of smart arsed CGI FX churned out on a digital camera pretending to be a film camera - for heaven's sake. HUGO is in fact the polar opposite of an homage, betraying the very essence of M&eacute;li&egrave;s passion. If Scorsese can't see the horrible irony of that then there really is no hope.",1,"03 25, 2012",B003Y5H5H4,Unknown Product
"The most important lesson we can learn from this film is that you shouldn't kick somebody and then ask for a favor.  Of  course this being Shakespeare we all know that everything will go wrong and in the end primarily evil and despair will prevail.  It goes without saying that Shakespeare is one of Murphy's Law's biggest fans.  The reason I am recommending this film is mostly because of the great trail scene which happens near the end of the film.  There Pacino is allowed to shine and Shakespeare's high drama is given a worthy adaptation.  Michael Radford, having the luxury of jump cuts and sound effects is able to produce a very effective scene that will have most on the edge of their seats.  Of course not all is rainbows and butterflies when it comes to filming Shakespeare.  Many lines are provided only for the audience and are spoken off to the side and supposedly heard by none of the other characters.  These lines are mostly ignored by Radford, and when they are not they should've been.  It will make your stomach turn to see the way that the Christians hold court session.  These courts are built upon some of the shakiest laws ever dreamt up.  It also shows how hatred is all fun and games when it involves spitting on a Jew, but not when he wants to extract his revenge.  The set design here is also beautiful.  The downside to this film is that I'm not sure they do the best job with the build up to the court scene.  Is the extended time necessary for Portia to hold her love lottery? I would say probably not. The language is also a barrier anytime you watch or read Shakespeare and it took me a little longer than I would have liked to settle into it. However, I am still recommending this film, especially for fans of Shakespeare.  ***1/4",3,"03 19, 2005",B0007WRT4Q,William Shakespeare's The Merchant of Venice
abfab. A pleasure. Must track down. must try and watch. Has the feel of an old noir Eurotrash flick from the early 70s set with old hollywood 50s-60s horror genre backdrop. Euro and cultural to a great extent. Must see and good add to anyone's library,3,"11 30, 2011",B00004W1AC,The Wax Mask
"""Winged Migration"", is a DVD by Jacques Perrin.  My copy is the ""Special Edition"" which includes a ""Making of..."" feature which is more than half the value of the DVD.The chief value of the movie proper is its' very, very beautiful and creative photography.But that has a drawback too as it is an overload of scenes of birds flying.Much of the flying footage is of various Geese species - no doubt because Geese are easy to ""imprint"" and thus unafraid of humans, camera and flying. Virtually all the birds photographed are larger species - Geese, Swans, pelagic birds, a couple land-oriented species (e.g. Western Grebes, Cranes, and Sage Grouse).You won't learn a tremendous amount about Migration but the movie and the ""Making of..."" trailer will provide you with considerable entertainment.",3,"09 4, 2012",B0000CGNEH,Winged Migration (Special Edition)
"It may seem like a nice day for a group of kids on a school bus going home, unfortunately there is a radioactive fog created by a nuclear power plant that gets in the bus's way. It has a deadly side effect which involves changing the kids into deadly pale-faced atomic zombies with black finger nails and if they hug anyone they would literally fry them, the adults start to panic as they must battle these sinister kids into trying to find a way to stop them.Entertaining and somewhat silly low budget Sci-fi/horror flick with an interesting plot and some shocks. The acting with some of the special effects are kind of bad but the film is a riot and easy to make fun of ""MST3K""-style at home, this was one of the highest grossing movies in the summer of 1980! it was discontinued on video for 25 years and has been a hard-to-find flick until now as Troma has finally re-issued this movie on DVD.The DVD has an ok if somewhat bad picture and sound quality but there's some good extra like audio commentary by writer and producer Carlton J. Albright, introduction by Troma founder Lloyd Kaufman, Trailers to other Troma flicks, Tromadance short, interview with Carlton J. Albright, a featurette, and interview with Gil Roger and Patrica Albright.Also recommended: ""The Toxic Avenger"", ""Night of the Living Dead ( 1968 and 1990)"", ""The Crazies"", ""Beware! Children at Play"", "" Class of Nuke'Em High"", "" Dawn of the Dead ( 1978 and 2004)"", "" The Pit"", ""Children of the Corn"", ""Battle Royale"", ""Let Sleeping Corpses Lie"", ""Pet Semetary"", ""Bloody Birthday"", ""Sleepaway Camp"", "" Bio-Zombie"", ""28 Days Later"", ""Halloween"", ""Nightmare City ( a.k.a. City of the Walking Dead)"", ""The Stuff"", ""Return of the Living Dead Trilogy"", ""Final Destination"", ""C.H.U.D"", ""Slugs"" and ""It's Alive"".",3,"05 23, 2006",B000AYNG1Q,The Children
"I recently revisited the original version of this film and it held up well. It's a good concept, well realized. Spike Lee must have gone brain dead during the remake because this shows none of what has made him such an insightful director over the years.Here's the scoop. Josh Brolin plays an advertising exec who is self absorbed, a cad, a poor father with a divorced wife. He drinks to excess and is generally a screw-up. He gets kidnapped and is held prisoner for 20 years then inexplicably released with a new suit and a pocketful of money. He sets out to find his captor and exact revenge.This starts out really well. You get a good sense of Brolin's character. He IS a bad guy who gets really scary when he gets drunk. Like a bomb that might or might not go off. Then there's the incarceration. Again Brolin does a good job. His gradual realization of the fact he cannot escape and how he deals with it are as smooth as silk. Then, when he's released those next few scenes are still Okay. But from there it goes downhill fast and steep. I put the stink factor on the script. Spike knows where to put the camera and get things moving within the frame. But too many things, like Brolin's escalating relationship with Marie (Elizabeth Olsen) just doesn't work. You don't feel it, so, when the big punchline comes, it borders on ridiculous. hen there's the back story which IS the reason for the whole film. This is rushed, so it too has nowhere near the impact needed to warrant what is happening.Brolin's performance is good given what he ad to work with. Olsen is good enough but her part is underwritten. Copley never found the right notes for his character and Sam Jackson muscles his way through a comic book role.Nearly everything that made the original so good is absent hear. I'm sorry I wasted my time. Don't waste yours.",3,"06 28, 2014",B00GMV8IGO,Unknown Product
"i dont understand why one woman had to not be able to pronounce the letter ""R"" it was completely unnecessary and embarrassing.  basically i liked this one because of roger jr from foyles war.  he is a good actor but here, they have him cast as less handsome than his brother.  he is gorgeous and 6 ft 2 or whatever, and his brother is 3 ft 7 and insane and he is the ""better one"" in the eyes of everyone.  really the two actors should have switched roles.  how can they honestly say the better man isnt always the better looking, which is an aim of this story, when the gorgeous supermodel is the ""ugly"" guy lolololfun to watch when your are sick and laugh when they worry about pudding and that sort of thing.  as usual keeley saves the day even if  she is 20 years older than her ""sister""",3,"03 19, 2013",B000059H6T,Wives and Daughters
There Is Hot vampire chicks in this movie  emmmm...I like what ive seen so far from this guy its weird stuff.,3,"05 6, 2012",B007I1TGK4,Unknown Product
Arnold's total recall was better than this one by far. Remade movies nearly never get to the same level as the original. Doesn't anyone in Holywood read new things. Make something original please.,3,"01 24, 2013",B005LAII3A,Unknown Product
"A Farewell To Arms, 1932 filmThe story begins with a view of the country. Red Cross ambulances travel on a narrow road, then arrive at a hospital. One nurse will be sent home in disgrace. The soldiers talk to a doctor. Outside there are explosions from an air raid. They talk about the war in the mountains. Lieutenant Henry meets Nurse Barkley; he joined the Italian Ambulance Corps. They talk. Ambulances are sent north of Plava. Henry returns to say goodbye. He is given a medal of St. Anthony. The drivers dine on cheese and spaghetti and wine at the front. Shells burst outside. Henry is wounded. Doctor Rinaldi attends him. He is sent to Milano to recover. He sees a familiar face, Nurse Ferguson. Then he meets Nurse Barkley again. The war affects people , says the priest.Will they marry? Not if they fight says Ferguson. Catherine Barkley asks Henry about his past girlfriends. A supervisor cancels Henry's leave to send him back to the front. Barkley hates the rain. The train whistle calls Henry. ""I'll always come back."" He leaves on the train. Barkley leaves for Switzerland, she won't go back to the hospital. The Captain censors the mail. Henry wants to go to Milano to look for Barkley. The war goes on, there are more casualties. There are scenes that must have significance if you read the novel. Henry learns why Barkley went away! Now he too goes away. Captain Rinaldi reads the advertisement in the newspapers. Henry is warned to leave. He takes a boat across the lake at night. Barkley is in the hospital, Henry finds her.But she lost the baby. He hears that Austria-hungary accepted an armistice. Catherine knows her fate, but she puts on a brave face. They meet at last. ""Poor darling."" He will never stop loving Catherine. ""Don't let me go."" ""I'm not afraid."" Outside people celebrate the Armistice. Peace at last. [Does this remind you of ""Love Story""? The same story in different settings.]The book must have been better than this. The rationing during the war led to under-fed people. Little was known about nutrition then, vitamins had not been discovered. The ""Spanish Flu"" spread throughout Europe and the world. So many were sick in the armies that an Armistice was declared, then the war ended after the Revolution in Berlin. The Kaiser abdicated, the Tsar of Russia had already been overthrown by their Revolution. Did ""the War to End War' succeed? You know the answer to this Grand Illusion.",3,"07 14, 2012",6303934757,Farewell to Arms [VHS]
"As I stated in my review of No. 5, there are continuity problems in the Halloween series that serious detract from their quality.Here we have relatives of Laurie Strode's foster parents living in the old Myers house. We go from the castle looking home in No. 5 to a regular old home in No. 6. Plus, the Myers house has been deserted since 1963 when Michael killed his first sister. Who would want to take the time to rebuild such an old relic? It would have been better if they had said they built a new home on the Myers old lot.Also, why was the number 6 not put on the video box? Parts 2-5 have the number. Just nitpicking here, I guess.Anyway, I agree with another review I saw that said things were not thoroughly explained in this installment. We realize that Jamie and Michael disappeared six years earlier from the Haddonfield jail after the explosion and &quot;jail break.&quot; Jamie is now in labor having a child. Who is the father? Why was this not expounded on further? Was she artificially inseminated in an experiment to try and harness the evil of her uncle?Plus, why is it that Michael has not slaughtered his keepers? He does so later on in the film, but apparently Dr. Winn had some kind of control over him, because they send him after Jamie when she escapes with her baby.The best part of the storyline is the character of Tommy Doyle. A survivor of the Part I massacre, he is now a grown man who is as obsessed with Michael Myers as Dr. Loomis. His wall is covered with newspaper articles that help explain what he is doing. This was a good part of continuity.No. 4 was good but it kept going downhill in No. 5 and No. 6. I was glad to see Jamie Lee Curtis revive her role in H2O. It was a nice piece of work that improved greatly on No. 6.",3,"10 30, 2000",6304136242,Halloween: Curse of Michael Myers [VHS]
There are some suspenseful moments. The action scenes are OK. The plot is so so.It's worth watching once.,3,"06 8, 2008",B00003CXFG,Pitch Black (Unrated Version)
"This movie has suddenly become very topical, because it is beginning to look as if Scotland might separate from England.  The movie takes us back to a time when Scottish Nationalism was little more than a student movement; the ""kidnapping"" of the Stone of Destiny was a stunt to bring the movement to the notice of the media.My sister and I were Glasgow University students in the 1950s around the time of the Stone incident.  Although the movie takes us back to those exciting days, it is spoilt by anachronisms including the clothes worn by students.  In reality, male students went around in suits and ties, plus woollen pullovers, and they looked very overdressed by today's standard. Female students also dressed conservatively and wore skirts, not pants.  The moviemakers did not copy the typical student dress, although they did take the trouble to show the small, low-performance cars of the period.Getting back to politics and economics. Scotland in the 1950s was very unlike today's Scotland.  Then, unemployment was in the 2-3% range and any new graduate could expect a job, usually a choice of jobs.  Today Scotland (like the UK as a whole) is in the grip of a recession and youth unemployment is a major issue.A final note; in the UK this DVD is priced at the equivalent of $120 on amazon.uk.  Is this because of overwhelming popular demand?",3,"01 28, 2012",B0028RABS4,Unknown Product
"Man, talk about a killer running around after a bunch of people that can't put 2 and 2 together, let a lone, girls with big breasts running around trying to escape. The movie basically takes us back just like the ""Hannibal"" and ""Silence of the Lambs"" did, showing us how the villain, sort of, transpired, sort to speak.Lots of surprises, blood and gore, just like the first movie.",3,"03 22, 2007",0780656946,The Texas Chainsaw Massacre: The Beginning
"Warning: spoiler alert!  Entertaining supernatural thriller never quite lives up to the promise of its set-up--as the title suggests it's a ghost story, but one in which the heroine and her family are all ghosts, although she is the only one who realizes it.  Eventually she begins to unravel the mystery of how her family ended up like they are and begins communicating with a living girl who lives in the same house and whose family may meet the same fate that hers did unless she can stop a murderer who is no longer alive.  Abigail Breslin is an immensely likable actress which makes it easy to root for her even though the script is only so so--the movie is never really as suspenseful as it could have been and a stronger relationship between the ghost and the living girl she is trying to save also would have been nice.  Still, this is entertaining enough and reasonably stylish and, as others have pointed out, it's a movie you can safely watch with the whole family--just don't expect to be scared.",3,"01 5, 2014",B00FYV7W9W,Unknown Product
"Well.,.,.,.,.,.,.,..,.,.,.,.you can tell it is from a 1st Time director. Meaning, he needs a lot more practice.  I actually purchased this movie. I want my money back!!!!!!!!!!!!!!!!!! It is ok to rent, not to pay for it. The story line was good. However, the direction and some of the acting was very very poor!!!!!!!!!!!!!!!!!!!!!",3,"01 9, 2010",B002L1YGRY,Unknown Product
I'm split in the middle with this movie I love the cast and it shows the issues that arise at a funeral. I feel like the best funny parts where the previews when it was about to come out in theaters. Half way through out the movie it got a little better. But I expected more from Martin Lawrence and Chris Rock comedy wise. I would still watch it but don't expect too much from the comedy aspect of it.,3,"02 2, 2011",B00275EHHS,Unknown Product
"Recently I heard the star of Blade: Trinity (2004) Wesley Snipes had filed a lawsuit against the makers of this film due to the fact that his involvement in the creative processes (story content, editing, choice of costars and director, etc.) were greatly diminished, despite the fact his contract stipulated otherwise...whether or not that's true I don't know, but something was lost from the previous films, making this a rather lack luster outing...don't get me wrong, the film was fun, entertaining, and visually exciting, but not on the level of the last two films, in my opinion.  Written and directed (his directorial debut) by David S. Goyer (Blade, Blade II), who's also responsible for the writing chores on the upcoming comic book character based films Batman Begins (2005), Ghost Rider (2006), and The Flash (2006), the film stars Wesley Snipes (Demolition Man), Jessica Biel (The Texas Chainsaw Massacre), Dominic Purcell (star of the non-defunct TV series John Doe), and Ryan Reynolds, whom also can currently be seen in the popular remake The Amityville Horror (2005).  Also appearing is Parker Posey (A Mighty Wind), Kris Kristofferson (Payback), John Michael Higgins (voice of Mentok the Mindtaker on the Adult Swim cartoon series `Harvey Birdman, Attorney at Law'), James Remar (Mortal Kombat: Annihilation), and Paul Michael Levesque, better known as WWE wrestling star Triple H.The film begins with some helicopters crusing the Syrian Desert and landing by some ruins.  Some heavily armed individuals enter the ruins in search of something, and they find it...what is it?  Well, let's just say something wicked this way comes...and then we cut to a cityscape and we see Blade (Snipes) doing what he does best, deftly dispatching vampires using any number fancy, new weaponry (along with some classic ones) and hand-to-hand combat maneuvers.  After he accidentally kills a human `familiar' (a human lackey enlisted by a vampire), we learn the vampires have essentially set Blade up, and now he's a highly sought individual by law enforcement authorities, specifically the FBI.  He eventually does eventually get taken into custody, but is rescued by a group of vampire hunters called the Nightstalkers, including Abigail (Biel) and Hannibal King (Reynolds).  Turns out they need his help as the vampires are planning something big involving that which was awakened in the Syrian Desert at the outset of the film, something involving the granddaddy of all vampires...When I heard a third Blade film was coming out awhile back, I was very interested as the first two were a lot of fun and just really great action films.  The movie finally got released, and then the reviews came in...some good, some indifferent, but a majority critical of what was supposed to be the grand finale in the Blade Saga.  After watching the movie last night, I can now understand where some of this criticisms stem.  My biggest complaint was there were just too many characters introduced, characters that ultimately took away from what should have been the focus of the film, that of Blade himself.  Often characters of some seemingly importance would be trotted out (Parker Posey's character, for example), only to disappear, showing up later with little consequentiality to the overall story itself.  Also, a number of characters get killed, ones we're supposed to care about, but so little was invested in them I just didn't really care... the teaming up element worked well in the 2nd film, but there it had an interesting twist.  It had potential here (the with Nightstalkers), but never really lived up to anything meaningful.  The film starts off really well with some great action sequences, but gets bogged down with an excessive amount of inactivity and a whole lot of useless junk in the middle, eventually returning to some semblance of an action orientated story near the end.  The dialog got a little silly at times, and is peppered with a whole lot more profanity than the first two films...I didn't mind that so much, but it seemed excessively and unnecessary, perhaps intended for shock value, but coming of more as just silly and childish...sometimes less is more.  These things were kind of surprising, as Goyer had done really well with the first two films.  I had read that his original story for this film was much different, one set in the future where vampires had virtually taken over, but that was nixed by the powers that be due to the fact they thought it too `dark'.  A lot of the characters felt half cooked, especially that of Biel...but at least she's really nice to look at...as far as Reynolds character Hannibal King...does this guy basically play the same type of character in every film?  The smarmy, wise-cracking, always ready with a quip guy is getting a little old (it was almost like they transported his Van Wilder character here), but, at the very least, he does get the beating a few times...he he...I will say Reynolds must have spent a lot of time in the gym for this role as he was pretty ripped.  Well, I've ragged on the film quite a bit, but what did I like about it?  I thought the action sequences that were in the film were very slick, fast paced, and well put together, and both Biel and Reynolds did well in this aspect.  And the new weapons were infinitely cool and seemed to build on previous film.  The visual look of the film was one of the best aspects, presenting a dark and moody atmosphere for a slightly less than deserving story.  I think Goyer has the potential to be a very good director, I only wish he'd made his debut on another film.  Overall I'd say this was a less than spectacular end to the series as I would have preferred a story that focused more on Blade character himself, rather than one populated by so many distractions.Amazon lists all the copious extras for this 2 DVD release very well on their website, so I won't bother rehashing it, but I will say the picture and sound quality are spectacular, even if the film itself isn't...a worthwhile rent though (this review is based on the extended version rather than the theatrical one).  And, as another reviewer has already mentioned, if you do not own any of the Blade movies but are interested in purchasing them, look for the box set rather than the individual DVDs as you may save yourself so money.Cookieman108By the way, did anyone else think the Pomeranian vampire dog was just a bit too silly?  It brought back memories of that mutated poodle from The Hulk...",3,"04 30, 2005",B0007V6IT4,Blade: Trinity
"You do not want to know too much about this movie ahead of time as the few places that are not predictable is all that it has. Here is all the standards, space rocks break ship, crashing decisions, survival of the ditziest. Throw in a few bugs-bats, other obscure toothy critters, and stick your head in a hole. To make this movie unique and give it a name you throw in ""Pitch Black"" darkness caused by (watch the movie and find out.).Not to sound snide, you can tell that a lot of time and money went into the project. They had to pick exotic Australian locations for the planet scene (thank goodness it was not Mars again). Those Vin Diesel eyes were experimental designed metal contacts. The orrery was a cute touch mixed with the otherwise hi-tech atmosphere. There is lots of action and even the obligatory waiting to be surprised did not drag out.If this is a shoot-um-up movie and an ""and then there were none"" movie, it is done well. If it was supposed to be a sci-fi movie, which should have a moral to it, then it was lost in the shoot-um-up scenes.",3,"06 28, 2001",B00003CXFG,Pitch Black (Unrated Version)
"I wish the dvd had been mostly his songs, but it came across as a history of Elvis.  Too much background and not enough singing.",3,"01 18, 2013",B005452D24,Unknown Product
Its a good movie all in all its kinda a ghost story i guess is the best way to put it no reall good blood and guts shown in this movie but if u want a ghost story this is the movie for you but myself i like lots of blood and gore,3,"02 19, 2014",B005QBSRUI,Unknown Product
"This flick is 1 hour and 38 minutes long.  When it gets to 1:28, just turn it off.  The premise is great, the setup is strong, and then it falls completely apart in the last 10 min.  It's a really big let down, and total lack of thread to tie events together.  I'm fine with mystery and loose ends, but the plot resolution attempts to indicate an association without telling you why you should care.  Not an intuitive leap at all.Makes me sad cos it really was going along so well.",3,"02 19, 2007",B00005JNNT,White Noise (Widescreen Edition)
"The final collaboration of John Ford & John Wayne was perhaps their weakest effort. Donovan's Reef is beautifully filmed in color & Ford gives loving detail much as he did with The Quiet Man. I sense that this movie was made on a ""working"" vacation, they make the movie on location in Hawaii & get paid to do it. How much better can it get? Donovan's Reef is shown in a widescreen format though the aspect ratio isn't extreme. The cast is good & it's not Ford's usual stock company of actors. It has Lee Marvin, Elizabeth Allen, Jack Warden, Cesar Romero, Dick Foran & Dorothy Lamour. Patrick Wayne has a small role as an Australian sailor.Donovan's Reef is the saloon that's owned by ""Guns"" Donovan (John Wayne) who had first come to the island during WWII when the destroyer he was on was sunk. Two of his friends, Gilhooley (Lee Marvin) & Dr. William Dedham (Jack Warden), were survivors also. After the war they returned to the island to live. Donovan & Dedham had been living there for years while Gilhooley shows up for the annual birthday bash between himself & Donovan; they share the same day. The premise of the story that introduces Amelia Dedham (Elizabeth Allen) to the island is that she's there to meet her father, main shareholder in the family shipping business, & to get him to sign over the shares to her. Dr. Dedham had remarried, he had become a widower but hadn't seen his first wife in years, & had three children by his now deceased Polynesian wife who was the last surviving member of the island's royalty. The friends of Dr. Dedham decide to move the children to Donovan's home because they're not sure how Amelia will react to them. Of course, Donovan & Amelia don't like each other at first then they fall in love. This romance is a little hard to believe because of the age difference, Donovan is old enough to be her father. All turns out well in the end. This movie doesn't break any new ground though it does have some funny moments. You can look at it as a more comedic version of The Quiet Man. Donovan's Reef is an average movie that's elevated because of Ford & Wayne.",3,"09 14, 2008",6300215733,Donovan's Reef [VHS]
"This seems to be a remake of the film made in the 1950s with Spencer Tracy starring called Bad Day at Black Rock. William Macpherson (Val Kilmer), a disabled veteran, has had enough of killing as a marine in Iraq and, after the war, goes back to the States and tries to look up his old Mexican buddy, Miguel Silva. The ranch in Arizona where he was living is now a building site run by a bunch of white supremacists, headed by John Rhodes (Gary Cole) who are intent on ridding America of `foreign' immigrants. Macpherson soon meets up with Rhodes' girl Joanna (Jennifer Esposito) and it's made clear to him that he's not wanted in town. First they ask him nicely to leave - but then things get a bit more heated and he has to take on all of Rhodes' cronies nearly single-handed. An exciting action-packed film but little in the way of plot development.",3,"07 17, 2013",B0011VIO4G,Unknown Product
"The movie starts out with promise with a ""Saw-like"" scene with a female in a fuzzy g-string tied up and being tortured. It mentions the music sound track by Dennis Dreith in the opening credits and on the DVD cover. I was expecting a great sound track. The good music starts when they run the closing credits. There is an added music video that was better than the movie itself. The surreal scene tossed in the middle of the movie was different. The movie had moments of imagination and twists, but the overall writing and editing failed. Warning: the movie does have nudity and a scene of forced incest. The movie could have been better if they simply made one of the burglars a female. Watching four bad male actors torture each other gets old.",3,"05 23, 2010",B000S0SYHS,Unknown Product
"You might like this movie if you have watch everything else, like Future / SIFI movies and can't go to sleep.",3,"02 27, 2014",B000GPPPTK,District B13
The plot was good but Jeff' Ja Rule' was not a convincing character.,3,"07 8, 2014",B00FK9KT70,Unknown Product
"I have to admit that I've watched YOU'VE GOT MAIL quite a few times on cable this past winter -- usually when I was bored silly and there was nothing else worth watching on some 80 different channels (to quote Tom  Hank's character, Joe Fox, &quot;Why is that?&quot;). So do I like it?  Sure... what's not to like? Do I think it's a great film? Nope.YOU'VE  GOT MAIL is definitely a very pleasant viewing experience... when you've  got a couple hours to kill. I'm told it made a great &quot;date film&quot;  when it was showing in the theaters. It sure beats SLEEPLESS IN SEATTLE,  which was way too lame, sappy and far-fetched for my tastes. Of course,  (need I say it?) Meg Ryan is every  &quot;over-30-single-straight-guy's&quot; fantasy and Tom Hanks is the  witty, urbane type that every male New Yorker aspires to be.  The  &quot;Oh-So-New-York&quot; references were entertaining the first time  'round, but got old pretty quickly. I would love to know how they were able  to close down Zabar's long enough to film the cash register scene without  causing a riot. Also, I have to wonder what kind of filter they used on the  camera lens to make &quot;the City&quot; look so neat and tidy... I mean  the background scenery was  downright pretty (the local realtors must  really love this flick). And just what did they do with all the homeless  folks you usually see on those streets?This story did strike a personal  note: I was working on the Upper West Side, where the film takes place,  when Barnes &amp; Nobles opened it's megastore in the neighborhood in the  early '90s. Yup, there were quite a few quaint little bookstores that  &quot;bought it&quot; as a result, just like in the movie... though I can  just picture  the owners of those unfortunate stores and their laid-off  employees, scratching their heads in incredulous wonder, as they try to  figure out the reasoning behind the movie's apparent message that corporate  ruthlessness, greed and monopoly makes for a happy ending. Ah, well, I  guess it's just another veritable parable for our times.",3,"06 28, 2000",6305368139,You've Got Mail [VHS]
